unitid,chronname,city,state,level,control,basic,hbcu,flagship,long_x,lat_y,site,student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,exp_award_percentile,ft_pct,fte_value,fte_percentile,med_sat_value,med_sat_percentile,aid_value,aid_percentile,endow_value,endow_percentile,grad_100_value,grad_100_percentile,grad_150_value,grad_150_percentile,pell_value,pell_percentile,retain_value,retain_percentile,ft_fac_value,ft_fac_percentile,vsa_year,vsa_grad_after4_first,vsa_grad_elsewhere_after4_first,vsa_enroll_after4_first,vsa_enroll_elsewhere_after4_first,vsa_grad_after6_first,vsa_grad_elsewhere_after6_first,vsa_enroll_after6_first,vsa_enroll_elsewhere_after6_first,vsa_grad_after4_transfer,vsa_grad_elsewhere_after4_transfer,vsa_enroll_after4_transfer,vsa_enroll_elsewhere_after4_transfer,vsa_grad_after6_transfer,vsa_grad_elsewhere_after6_transfer,vsa_enroll_after6_transfer,vsa_enroll_elsewhere_after6_transfer,similar,state_sector_ct,carnegie_ct,counted_pct,nicknames,cohort_size
110486,California State University at Bakersfield,Bakersfield,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-119.104711,35.350005,www.csub.edu,7350,21.7,25,21.5,52362,79310,66436,36,88.7,6915,53,901,9,11089,95,2668,35,15,29,39.5,32,58.4,92,74.4,52,65.1,55,2010,17.6,1.4,43.3,20.5,43.3,5.2,12.7,15.1,63.8,4.3,7.6,9.8,68.4,7.2,3.2,5.2,110510|190637|227368|110574|147776|185262|126182|110608|110556|212160|120184|190600|192925|226091|239080|186432|212984|211644|110592|141486,32,386,52.9|07,Cal State Bakersfield,859
110495,California State University-Stanislaus,Turlock,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-120.852511,37.52577,www.csustan.edu,7754,24.6,25,21.5,54098,79310,66436,42,84.4,6243,50,917,11,9087,90,1455,18,18.2,39,52,63,57.7,91,87.2,88,56.3,38,2010,23.1,3.4,40.9,17,30.9,10.6,18.1,11.6,70.9,3.1,7,4.7,72.2,4.4,2.9,3.6,199281|151306|207847|138983|139764|151102|222831|206048|130314|175616|208646|366711|229160|377564|193292|137032|152248|210775|212832|206349,32,386,45.8|07,Cal State Stanislaus,910
110510,California State University at San Bernardino,San Bernardino,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-117.322508,34.182987,www.csusb.edu,16191,22,25,21.5,50514,79310,66436,32,88.3,14586,79,888,6,9354,92,1353,16,9.4,13,41.1,36,58,91,88.8,91,50.5,29,2011,1.2,0.7,69.3,14.5,37.1,4,23.4,13.4,61.5,4.2,20.4,4.9,73.7,6.9,3.1,4.9,110486|190637|110574|227368|147776|185262|110608|110556|212160|126182|120184|190600|192925|226091|239080|186432|212984|211644|110592|141486,32,386,47.2|07,Cal State San Bernadino,1656
110529,California State Polytechnic University at Pomona,Pomona,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-117.819019,34.054273,www.csupomona.edu,20952,23.9,25,21.5,50007,79310,66436,31,87.9,17439,84,1070,65,8932,89,3819,47,10,15,52.4,64,44,69,90,92,48.8,26,2010,19.2,1.5,54.9,15.1,56.4,6.4,12.8,10.5,70.4,5.6,11.4,5,78.3,7.7,2,2.8,220978|196246|179557|221740|196200|149231|136172|154235|240107|146612|167987|148627|196121|229027|145619|190549|213826|240365|190664|173920,32,386,68.0|07,Cal Poly Pomona,3414
110538,California State University at Chico,Chico,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-121.846333,39.728003,www.csuchico.edu,15290,25.2,25,21.5,47231,79310,66436,24,92.9,14249,78,1014,46,9124,91,2401,32,16.9,35,56.1,71,38.9,52,86.6,86,52.8,33,2010,20.2,2.7,53.6,16.1,63.1,7.8,6,9.2,65.1,3.3,11,6.4,71.9,5.1,2.2,4.1,210146|171456|122597|160612|123572|110583|206941|144892|141264|174783|157447|215655|190558|216038|155681|190567|233277|151263|142115|211158,32,386,61.5|07,Cal State Chico,2710
110547,California State University-Dominguez Hills,Carson,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-118.259316,33.86524,www.csudh.edu,12481,26,25,21.5,38497,79310,66436,13,68.7,8683,61,845,2,8895,88,1234,14,3.8,2,29.4,14,58.6,92,79.3,68,38.8,14,2011,6,2.2,45.9,25,19.9,5.8,19,19.6,57.2,4.5,14.7,7.9,61.9,5.8,3.8,6.3,185129|110592|170842|227526|147776|110574|199157|110510|110486|190637|162007|185262|227368|218706|120184|110608|212160|192925|188182|110556,32,386,40.7|07,Cal State Dominguez Hills,913
110556,California State University at Fresno,Fresno,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-119.748258,36.814477,www.csufresno.edu,20295,21.1,25,21.5,50402,79310,66436,32,86.6,17363,83,920,12,9343,91,7161,68,13.7,25,48.6,55,54.1,87,83.2,79,51.8,31,2010,16.9,1.6,52.4,15.4,50.9,4.7,12.1,11.9,68.1,2.8,10.3,5.3,75.2,4,1.5,4.2,212160|190600|110608|126182|226091|239080|186432|211644|212984|151379|185262|141486|110617|151342|190637|227368|217420|192925|110510|110486,32,386,57.4|07,Cal State Fresno,2552
110565,California State University at Fullerton,Fullerton,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-117.885349,33.883627,www.fullerton.edu,33116,26.9,25,21.5,40380,79310,66436,14,80.6,26806,96,1021,48,8616,87,1476,18,13.6,24,53.5,66,40.6,58,88.5,91,46.2,20,2011,14,2.4,54,19.2,50.5,6.3,10.9,14.2,71.6,2.7,9.8,4.6,77,4.1,1.9,3.7,187444|141334|234827|149772|102094|155061|157951|240417|101879|156620|159717|138789|227881|198561|185590|216010|212115|225627|168290|106458,32,386,49.4|07,Cal State Fullerton,4040
110574,California State University-East Bay,Hayward,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-122.058073,37.65707,www.csueastbay.edu,12146,25.8,25,21.5,47531,79310,66436,26,86.8,11053,71,910,10,9038,90,825,9,10.8,17,38.1,30,44.3,70,77.5,62,41.6,16,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,147776|110510|110486|185262|190637|120184|227368|192925|110608|212160|226091|239080|110556|212984|126182|211644|141486|190600|186432|151379,32,386,35.3|07,Cal State East Bay,1032
110583,California State University at Long Beach,Long Beach,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-118.1123,33.782752,www.csulb.edu,30593,26.1,25,21.5,41585,79310,66436,16,84.4,25679,95,1012,45,8779,88,1788,22,14.1,26,60.3,77,47.3,77,88.8,91,50.3,29,2010,12.7,1.6,62.4,14.7,54.3,6,15,11.1,73.4,2.5,10.2,4.4,80.3,3.7,2.7,2.8,122597|210146|141264|110538|155681|190567|215655|123572|144892|151263|160612|157386|157447|171456|206941|157401|128771|167899|174783|212601,32,386,53.9|07,Cal State Long Beach,4134
110592,California State University at Los Angeles,Los Angeles,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-118.168965,34.066927,www.calstatela.edu,19589,22.9,25,21.5,44071,79310,66436,20,83.1,15805,80,871,5,9061,90,989,11,6.7,6,35.7,25,64.5,95,82.1,75,50,28,2010,8.1,3.1,58.7,18.8,38.4,8.3,20.3,18.8,48.8,8.7,16.3,25.3,55.7,13.3,2.5,21.3,185129|147776|110547|110510|110574|110486|199157|170842|190637|227368|162007|185262|110608|126182|227526|212160|120184|110556|192925|190600,32,386,40.6|07,CSULA| Cal State Los Angeles,1767
110608,California State University at Northridge,Northridge,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-118.526817,34.23671,www.csun.edu,33771,27.2,25,21.5,42587,79310,66436,18,83.5,25175,94,918,12,9439,92,2387,31,13.2,22,45.8,49,48.5,80,78.2,65,46,20,2010,14.2,1.3,55,15.4,36.8,4,14.5,15.7,74.9,1.9,7.2,5.4,78.1,3.3,1.3,3.3,110556|212160|226091|185262|190600|239080|126182|211644|212984|192925|186432|190637|151379|110617|141486|227368|151342|110510|217420|110486,32,386,48.4|07,Cal State Northridge,3978
110617,California State University at Sacramento,Sacramento,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-121.42194,38.55745,www.csus.edu,26094,25.3,25,21.5,43410,79310,66436,18,80.8,20490,89,945,18,8939,89,1303,15,8.2,10,42.9,41,50.5,84,82.5,77,48.9,26,2010,9.1,2.7,57.9,19.5,40.7,8.6,14.1,16.4,60.9,4.8,14.6,6.1,67.6,7.1,2.2,5.1,217420|151342|211644|235097|194107|162584|211361|151379|102553|186432|141486|184603|160038|100830|190600|229814|210429|141644|110556|102368,32,386,38.9|07,Cal State Sacramento,2357
110635,University of California at Berkeley,Berkeley,California,4-year,Public,Research Universities--very high research activity,NULL,X,-122.260401,37.871519,www.berkeley.edu,25951,27.6,25,21.5,110187,79310,66436,93,97.2,27568,96,1350,99,15764,99,36917,96,72.2,99,91,100,32.4,31,96.4,99,74.7,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234076|139755|163286|199120|170976|160755|195030|193900|201645|145637|194824|123961|240444|110662|165015|134130|135726|204796|190415|164988,32,106,67.0|07,NULL,4226
110644,University of California at Davis,Davis,California,4-year,Public,Research Universities--very high research activity,NULL,NULL,-121.751958,38.539895,www.ucdavis.edu,26533,26.6,25,21.5,129507,79310,66436,95,97.3,25844,95,1192,90,15201,98,7855,71,51.3,91,81.3,96,43,66,92.9,96,81.5,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110653|110705|199193|243780|137351|228723|196097|134097|110714|151351|166629|153603|171100|186380|181464|159391|178396|130943|218663|233921,32,106,70.7|07,NULL,4943
110653,University of California at Irvine,Irvine,California,4-year,Public,Research Universities--very high research activity,NULL,NULL,-117.841248,33.648434,www.uci.edu/,23530,26.5,25,21.5,107625,79310,66436,91,98.3,23595,93,1122,80,16066,99,8945,75,67.6,98,85.8,98,43.2,67,91.8,95,77.4,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110644|110705|199193|228723|243780|137351|196097|110714|134097|153603|151351|166629|171100|186380|130943|181464|159391|178396|218663|233921,32,106,76.9|07,UCI,4917
110662,University of California at Los Angeles,Los Angeles,California,4-year,Public,Research Universities--very high research activity,NULL,NULL,-118.443901,34.068892,www.ucla.edu/,28674,26.8,25,21.5,208579,79310,66436,99,97.9,28634,97,1289,98,16288,100,34375,95,69,99,90.3,99,36.2,43,96.3,99,77.2,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,135726|164988|215293|110680|145637|240444|163286|134130|160755|195030|170976|199120|193900|204796|139755|233921|110635|196097|228778|134097,32,106,57.7|07,UCLA,4562
110671,University of California at Riverside,Riverside,California,4-year,Public,Research Universities--very high research activity,NULL,NULL,-117.331098,33.97588,www.ucr.edu,18621,21.9,25,21.5,75265,79310,66436,74,97.8,18145,84,1078,69,16330,100,5387,60,41,83,66.2,83,56.4,90,89,92,81.4,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126562|236939|209542|104151|145600|187985|196060|180461|100663|141574|104179|126818|201885|107071|230764|153320|110529|219806|207582|220978,32,106,80.6|07,UCR,3701
110680,University of California at San Diego,La Jolla,California,4-year,Public,Research Universities--very high research activity,NULL,NULL,-117.237793,32.876598,www.ucsd.edu,23805,26.3,25,21.5,155660,79310,66436,98,97.3,23961,93,1276,97,15989,99,15714,87,56.2,93,85.8,98,42.7,65,94.2,97,81.7,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,215293|110662|135726|164988|134130|240444|204796|233921|134097|145637|228778|139959|196097|197708|228723|236948|163286|129020|110644|110705,32,106,70.2|07,UCSD,4141
110705,University of California at Santa Barbara,Santa Barbara,California,4-year,Public,Research Universities--very high research activity,NULL,NULL,-119.848031,34.415402,www.ucsb.edu,19362,26.7,25,21.5,70536,79310,66436,69,98.5,19593,87,1212,92,15852,99,5527,60,67.9,98,80.7,95,38,48,91.9,95,80,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110653|199193|110644|228723|196097|134097|243780|110714|137351|186380|153603|218663|151351|233921|166629|171100|130943|181464|159391|178396,32,106,76.9|07,UCSB,4321
110714,University of California at Santa Cruz,Santa Cruz,California,4-year,Public,Research Universities--very high research activity,NULL,NULL,-122.067993,36.997258,www.ucsc.edu/,15695,24.9,25,21.5,66676,79310,66436,64,97.6,16216,81,1087,71,17299,100,3473,43,50.1,90,72.7,91,44.6,70,88.8,91,68.9,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,153603|137351|171100|243780|110653|110705|110644|126818|196088|201885|199193|180461|181464|159391|228723|178396|166629|153658|130943|100663,32,106,81.6|07,UCSC,3604
110945,California College San Diego,San Diego,California,4-year,Private not-for-profit,Other health professions schools,NULL,NULL,-117.167121,32.83529,www.cc-sd.edu,762,22.2,22.4,22.5,32547,125902,101725,7,100,1577,55,NULL,NULL,16917,67,NULL,NULL,44.6,53,44.6,30,71.6,92,27.4,1,20.3,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,378406|414586|189556|105163|368452|443687|442718|178226|413866|413884|139074|445276|179201|445072|381741|440925|409838|434548|430263|437051,74,43,NULL,NULL,316
111009,California Culinary Academy,San Francisco,California,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-122.402643,37.765415,www.caculinary.edu,489,31.7,39.3,32.8,39486,23430,24795,81,100,733,69,NULL,NULL,4865,69,NULL,NULL,40,51,62.4,54,40.7,10,79.4,81,66.7,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114390|375841|423980|178305|114123|364973|367194|114415|174482|437750|122366|248846|369455|367413|240718|262332|217077|442231|138655|430157,63,517,NULL,NULL,380
111081,California Institute of the Arts,Valencia,California,4-year,Private not-for-profit,Schools of art- music- and design,NULL,NULL,-118.567303,34.393337,www.calarts.edu,995,19.9,22.4,22.5,166078,125902,101725,90,98.7,948,34,NULL,NULL,15152,57,80806,85,51.5,64,57.5,55,33.4,41,85,77,55.9,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113537|108232|164872|192110|214971|122454|110370|119775|143048|122506|164933|149639|199184|202073|167057|134237|117168|197151|215105|166984,74,114,56.1|07,NULL,134
111188,California Maritime Academy,Vallejo,California,4-year,Public,Baccalaureate Colleges--Diverse Fields,NULL,NULL,-122.231551,38.069061,www.csum.edu,1045,14.7,25,21.5,183782,79310,66436,99,96.5,1209,7,1080,69,9009,89,4413,52,42.6,85,58.7,75,37.6,47,82.1,75,66.3,57,2010,46.9,0,30.5,0,60.9,3.9,5.5,0,73.4,3.1,12.5,1.6,79.7,3.1,1.6,6.2,196291|149505|150941|212656|180595|146339|153825|219383|152567|238476|180416|177542|217998|134079|200156|221014|145372|168528|217059|217518,32,343,59.2|07,NULL,155
111434,Canada College,Redwood City,California,2-year,Public,Associates--Public Suburban-serving Multicampus,NULL,NULL,-122.265549,37.447365,canadacollege.edu,6620,10.2,12.8,16.5,38197,44144,37780,47,18.2,3446,52,NULL,NULL,2009,2,NULL,NULL,5,24,14.4,27,15.7,2,65.6,82,29.4,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122791|120953|399212|116439|118912|366401|230162|112385|125499|235699|113634|146472|123509|211307|121619|120971|240125|114716|147800|122205,113,99,14.1|10,NULL,298
111461,College of the Canyons,Santa Clarita,California,2-year,Public,Associates--Public Suburban-serving Single Campus,NULL,NULL,-118.569524,34.403121,www.canyons.edu,18508,12.5,12.8,16.5,61652,44144,37780,87,34.8,11307,91,NULL,NULL,2840,13,150,13,8.1,43,28.8,78,22.8,9,76.2,97,25.4,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120290|439190|236382|144865|117195|124113|149842|405872|121886|149532|186645|147004|161767|123800|162557|113980|149727|146296|123341|114938,113,106,26.4|10,NULL,1085
111638,Casa Loma College at Van Nuys,Van Nuys,California,2-year,Private not-for-profit,Associates--Private Not-for-profit,NULL,NULL,-118.448335,34.195438,www.casalomacollege.edu,606,39.9,34.1,25.9,35565,31169,34510,46,100,877,90,NULL,NULL,3756,30,NULL,NULL,11.1,11,59.5,57,70.6,67,62.5,45,55,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,449117|447236|447634|450216|448600|452948|448442|439525|450207|448415|454591|420495|445726|406033|446905|372772|445346|413680|450155|450429,4,73,NULL,NULL,126
111887,Cerritos College,Norwalk,California,2-year,Public,Associates--Public Suburban-serving Single Campus,NULL,NULL,-118.097263,33.88584,www.cerritos.edu,21404,11,12.8,16.5,71473,44144,37780,91,32.5,13090,94,NULL,NULL,3146,20,NULL,NULL,7.1,37,24.3,65,47.1,64,73.8,95,34.5,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,193478|185536|115001|137209|197294|207670|198570|209250|146603|199421|174376|207069|147411|203599|202648|125091|213525|129756|211079|211927,113,106,23.6|10,NULL,1336
111896,Cerro Coso Community College,Ridgecrest,California,2-year,Public,Associates--Public Urban-serving Multicampus,NULL,NULL,-117.667706,35.567763,cerrocoso.edu,4523,10.1,12.8,16.5,62631,44144,37780,88,20.9,2420,39,NULL,NULL,2383,6,NULL,NULL,3.8,14,13.5,23,17.6,3,57.6,49,36.9,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118772|108667|364016|113111|227191|223524|125170|125028|159267|119331|122746|105145|444219|156107|160667|236513|144184|199856|117867|105747,113,125,10.5|10,NULL,237
111920,Chabot College,Hayward,California,2-year,Public,Associates--Public Suburban-serving Multicampus,NULL,NULL,-122.106969,37.642513,www.chabotcollege.edu,13142,9,12.8,16.5,82414,44144,37780,95,30,7610,81,NULL,NULL,2519,7,NULL,NULL,8.1,43,25.6,69,25.5,12,77.3,98,41,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113236|214111|183877|234951|117894|155210|232450|167525|127909|162122|112826|114859|235343|119216|118347|118930|115126|439145|235237|144944,113,99,23.5|10,NULL,1023
111939,Chaffey College,Rancho Cucamonga,California,2-year,Public,Associates--Public Suburban-serving Multicampus,NULL,NULL,-117.573086,34.14705,www.chaffey.edu,19211,17.3,12.8,16.5,39326,44144,37780,51,29.5,10496,89,NULL,NULL,2792,12,NULL,NULL,5.7,29,21,53,36.8,37,73.2,94,23.7,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,172200|112172|147378|123341|183859|185873|163657|121044|173799|123800|247603|119164|123563|184791|183743|121886|135188|146418|171225|173416,113,99,24.4|10,NULL,1166
111948,Chapman University,Orange,California,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,NULL,NULL,-117.851481,33.793678,www.chapman.edu,6005,21.5,22.4,22.5,97689,125902,101725,67,95.8,5964,94,1208,84,22359,86,29744,65,59.4,76,76.1,85,20.3,15,90.7,88,47.4,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,164739|122931|224323|165662|153269|159656|136950|187134|110422|195003|191931|219709|227863|140447|163046|206622|236595|216597|217402|197869,74,386,74.7|07,NULL,933
111966,Charles Drew University of Medicine and Science,Los Angeles,California,4-year,Private not-for-profit,Other health professions schools,NULL,NULL,-118.242791,33.925658,www.cdrewu.edu,85,60.2,22.4,22.5,131676,125902,101725,83,48.2,85,1,734,0,6823,16,93043,86,NULL,NULL,NULL,NULL,51.9,79,100,99,33.2,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181297|149028|203544|231837|418126|149763|196389|204176|146533|148593|153977|204006|416801|200244|146755|204015|143297|442949|437316|179450,74,43,41.3|07,NULL,NULL
112075,Concordia University (Calif.),Irvine,California,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,NULL,NULL,-117.81063,33.6535,www.cui.edu,1944,23.1,22.4,22.5,36886,125902,101725,9,89.8,1842,63,1020,36,13623,49,3240,11,53.7,68,62.6,65,25,23,76.3,53,26.4,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,186618|404338|231077|239743|142461|204617|105589|194161|170037|126669|132657|110361|120537|157793|140252|207324|195562|117627|432241|157809,74,386,55.9|07,NULL,227
112084,San Diego Christian College,El Cajon,California,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,NULL,NULL,-116.903073,32.799999,www.sdcc.edu,892,17.8,22.4,22.5,116779,125902,101725,77,89.1,767,28,986,25,9931,28,821,3,31.2,31,41.2,24,64.7,89,68.3,30,20.4,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,153375|237932|203465|444990|152992|154855|231086|154518|133085|219091|239071|170967|167251|121071|363934|214652|164720|161226|100812|199069,74,252,57.6|07,NULL,80
112172,Citrus College,Glendora,California,2-year,Public,Associates--Public Suburban-serving Single Campus,NULL,NULL,-117.885266,34.135487,www.citruscollege.edu,12920,17.2,12.8,16.5,32082,44144,37780,33,38.2,8456,84,NULL,NULL,2907,15,284,28,12.1,62,30.2,82,32.5,27,72.4,94,38.9,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,172200|185873|163657|173799|183859|111939|247603|147378|123563|184791|135188|146418|171225|173416|128577|233754|229799|123341|174428|183743,113,106,23.8|10,NULL,857
112190,City College of San Francisco,San Francisco,California,2-year,Public,Associates--Public Urban-serving Multicampus,NULL,NULL,-122.451155,37.725953,www.ccsf.edu,26706,9.3,12.8,16.5,57922,44144,37780,83,34.4,17569,97,NULL,NULL,2946,16,NULL,NULL,10.3,54,31.3,84,25.8,13,68.3,87,43.9,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113856|105154|230746|105525|122180|227766|117724|109208|104708|117733|117247|117706|125471|113096|117867|222992|199856|121901|144184|122339,113,125,21.1|10,NULL,1461
112260,Claremont McKenna College,Claremont,California,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,NULL,NULL,-117.706593,34.102323,www.claremontmckenna.edu/,1316,23.6,22.4,22.5,225588,125902,101725,96,99.7,1272,45,1397,96,35994,98,456319,98,83.6,95,92.5,97,11.6,2,96.2,96,92,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,191515|212911|234207|197133|130697|173258|230959|161004|209922|168218|204501|173902|168342|164465|216287|190099|161086|198385|123165|189097,74,252,93.4|07,CMC,268
112385,Coastline Community College,Fountain Valley,California,2-year,Public,Associates--Public Suburban-serving Multicampus,NULL,NULL,-117.861844,33.609771,www.coastline.edu,10378,29.9,12.8,16.5,18050,44144,37780,6,14.2,4591,63,NULL,NULL,1697,1,184,18,7.1,37,16.4,35,17.5,3,61.1,66,14.7,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,399212|230162|116439|122791|114716|111434|122205|118912|120971|366401|125499|120953|113634|146472|121619|211307|123509|235699|445009|147800,113,99,3.2|10,NULL,140
